gpl,type,organism_ch1,molecule_ch1,label_ch1
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10904,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL10558,RNA,Homo sapiens,total RNA,biotin
GPL15463,SRA,Zea mays,total RNA,NA
GPL15463,SRA,Zea mays,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL15645,SRA,Candida albicans,total RNA,NA
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL13252,RNA,Homo sapiens,total RNA,Cy3
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL7202,RNA,Mus musculus,total RNA,Cy5
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL18520,RNA,Scophthalmus maximus,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL6480,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL14844,SRA,Rattus norvegicus,total RNA,NA
GPL18566,SRA,Ixodes ricinus,total RNA,NA
GPL18567,SRA,Ixodes ricinus,total RNA,NA
GPL18567,SRA,Ixodes ricinus,total RNA,NA
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
GPL14550,RNA,Homo sapiens,total RNA,Cy3
